,total_long,total_short,net_short,total_oi,net_short_ratio,concentration_top5_short,concentration_top5_long,date,symbol,signal_level
1629,64937,65555,618,130492,0.47,144.72,142.51,2021-12-23,IC2201,多头占优
1630,68845,66620,-2225,135465,-1.64,144.83,142.85,2021-12-24,IC2201,空头力量偏弱
1631,69814,67672,-2142,137486,-1.56,143.9,142.57,2021-12-27,IC2201,空头力量偏弱
1632,69822,67082,-2740,136904,-2.0,144.92,142.05,2021-12-28,IC2201,空头力量偏弱
1633,70593,67153,-3440,137746,-2.5,145.33,142.24,2021-12-29,IC2201,空头力量偏弱
1634,71744,70106,-1638,141850,-1.15,146.79,142.64,2021-12-30,IC2201,空头力量偏弱
1635,72325,71348,-977,143673,-0.68,146.69,139.6,2021-12-31,IC2201,空头力量偏弱
1636,70756,70258,-498,141014,-0.35,148.02,140.89,2022-01-04,IC2201,空头力量偏弱
1637,73023,71144,-1879,144167,-1.3,148.06,140.71,2022-01-05,IC2201,空头力量偏弱
1638,66896,65280,-1616,132176,-1.22,147.63,140.37,2022-01-06,IC2201,空头力量偏弱
1639,66479,63743,-2736,130222,-2.1,147.32,140.45,2022-01-07,IC2201,空头力量偏弱
1640,63937,61168,-2769,125105,-2.21,146.61,141.28,2022-01-10,IC2201,空头力量偏弱
1641,62563,58806,-3757,121369,-3.1,145.22,143.21,2022-01-11,IC2201,空头力量偏弱
1642,59191,57917,-1274,117108,-1.09,145.54,145.99,2022-01-12,IC2201,空头力量偏弱
1643,61155,58750,-2405,119905,-2.01,144.54,147.26,2022-01-13,IC2201,空头力量偏弱
1644,60340,58985,-1355,119325,-1.14,144.07,148.26,2022-01-14,IC2201,空头力量偏弱
1645,50703,49688,-1015,100391,-1.01,145.44,149.37,2022-01-17,IC2201,空头力量偏弱
1646,42923,41815,-1108,84738,-1.31,143.69,149.71,2022-01-18,IC2201,空头力量偏弱
1647,33499,33658,159,67157,0.24,144.76,149.28,2022-01-19,IC2201,多头占优
1648,52380,49065,-3315,101445,-3.27,144.34,152.62,2022-01-20,IC2202,空头力量偏弱
1649,62112,58163,-3949,120275,-3.28,143.42,154.82,2022-01-21,IC2202,空头力量偏弱
1650,61025,56557,-4468,117582,-3.8,142.91,152.85,2022-01-24,IC2202,空头力量偏弱
1651,66747,61751,-4996,128498,-3.89,143.4,154.36,2022-01-25,IC2202,空头力量偏弱
1652,61412,57224,-4188,118636,-3.53,144.59,153.65,2022-01-26,IC2202,空头力量偏弱
1653,67528,63331,-4197,130859,-3.21,146.52,154.15,2022-01-27,IC2202,空头力量偏弱
1654,64782,61955,-2827,126737,-2.23,145.93,154.43,2022-01-28,IC2202,空头力量偏弱
1655,57787,54179,-3608,111966,-3.22,145.46,154.98,2022-02-07,IC2202,空头力量偏弱
1656,60783,56405,-4378,117188,-3.74,145.36,154.26,2022-02-08,IC2202,空头力量偏弱
1657,54902,50861,-4041,105763,-3.82,145.33,151.21,2022-02-09,IC2202,空头力量偏弱
1658,52789,48477,-4312,101266,-4.26,144.77,152.01,2022-02-10,IC2202,空头力量偏弱
1659,52360,47300,-5060,99660,-5.08,143.05,151.19,2022-02-11,IC2202,空头力量偏弱
1660,48803,44473,-4330,93276,-4.64,142.47,151.36,2022-02-14,IC2202,空头力量偏弱
1661,39972,37232,-2740,77204,-3.55,140.45,153.41,2022-02-15,IC2202,空头力量偏弱
1662,30324,28931,-1393,59255,-2.35,145.52,154.76,2022-02-16,IC2202,空头力量偏弱
1663,101620,111174,9554,212794,4.49,148.76,141.09,2022-02-17,IC2203,多头占优
1664,105848,115152,9304,221000,4.21,148.57,142.02,2022-02-18,IC2203,多头占优
1665,103195,112542,9347,215737,4.33,149.01,141.62,2022-02-21,IC2203,多头占优
1666,103973,113400,9427,217373,4.34,148.07,141.95,2022-02-22,IC2203,多头占优
1667,96938,106643,9705,203581,4.77,147.25,140.35,2022-02-23,IC2203,多头占优
1668,103550,112214,8664,215764,4.02,146.09,142.51,2022-02-24,IC2203,多头占优
1669,97826,105611,7785,203437,3.83,146.01,141.68,2022-02-25,IC2203,多头占优
1670,95282,102124,6842,197406,3.47,145.43,141.84,2022-02-28,IC2203,多头占优
1671,90748,97736,6988,188484,3.71,146.22,142.12,2022-03-01,IC2203,多头占优
1672,86840,93120,6280,179960,3.49,146.28,141.98,2022-03-02,IC2203,多头占优
1673,86856,92742,5886,179598,3.28,146.82,142.57,2022-03-03,IC2203,多头占优
1674,90936,96068,5132,187004,2.74,145.34,144.17,2022-03-04,IC2203,多头占优
1675,89119,92836,3717,181955,2.04,144.12,145.31,2022-03-07,IC2203,多头占优
1676,93101,92454,-647,185555,-0.35,141.59,143.24,2022-03-08,IC2203,空头力量偏弱
1677,87430,85768,-1662,173198,-0.96,143.15,143.09,2022-03-09,IC2203,空头力量偏弱
1678,78109,75918,-2191,154027,-1.42,144.48,143.91,2022-03-10,IC2203,空头力量偏弱
1679,75709,74073,-1636,149782,-1.09,145.61,145.73,2022-03-11,IC2203,空头力量偏弱
1680,66911,66109,-802,133020,-0.6,147.16,144.55,2022-03-14,IC2203,空头力量偏弱
1681,58005,57538,-467,115543,-0.4,145.71,150.71,2022-03-15,IC2203,空头力量偏弱
1682,45304,45820,516,91124,0.57,143.87,151.17,2022-03-16,IC2203,多头占优
1683,75173,72737,-2436,147910,-1.65,148.33,147.28,2022-03-17,IC2204,空头力量偏弱
1684,81869,77782,-4087,159651,-2.56,147.62,145.59,2022-03-18,IC2204,空头力量偏弱
1685,82187,78551,-3636,160738,-2.26,148.0,144.93,2022-03-21,IC2204,空头力量偏弱
1686,81471,77656,-3815,159127,-2.4,147.46,144.35,2022-03-22,IC2204,空头力量偏弱
1687,81432,78015,-3417,159447,-2.14,146.73,144.68,2022-03-23,IC2204,空头力量偏弱
1688,81206,78083,-3123,159289,-1.96,148.08,144.18,2022-03-24,IC2204,空头力量偏弱
1689,81748,78277,-3471,160025,-2.17,147.92,144.66,2022-03-25,IC2204,空头力量偏弱
1690,84905,80586,-4319,165491,-2.61,146.6,144.93,2022-03-28,IC2204,空头力量偏弱
1691,82069,77325,-4744,159394,-2.98,147.45,143.49,2022-03-29,IC2204,空头力量偏弱
1692,81238,76644,-4594,157882,-2.91,146.34,144.45,2022-03-30,IC2204,空头力量偏弱
1693,75086,70563,-4523,145649,-3.11,146.25,143.3,2022-03-31,IC2204,空头力量偏弱
1694,73838,70603,-3235,144441,-2.24,148.53,146.9,2022-04-01,IC2204,空头力量偏弱
1695,71362,66790,-4572,138152,-3.31,149.11,144.28,2022-04-06,IC2204,空头力量偏弱
1696,71763,70924,-839,142687,-0.59,149.52,144.86,2022-04-07,IC2204,空头力量偏弱
1697,69496,67838,-1658,137334,-1.21,149.44,143.59,2022-04-08,IC2204,空头力量偏弱
1698,67111,66897,-214,134008,-0.16,148.62,142.5,2022-04-11,IC2204,空头力量偏弱
1699,52627,52629,2,105256,0.0,145.52,143.26,2022-04-12,IC2204,多头占优
1700,40870,39305,-1565,80175,-1.95,148.31,144.47,2022-04-13,IC2204,空头力量偏弱
1701,69054,66121,-2933,135175,-2.17,152.62,147.36,2022-04-14,IC2205,空头力量偏弱
1702,80261,76495,-3766,156756,-2.4,150.18,146.05,2022-04-15,IC2205,空头力量偏弱
1703,77445,73967,-3478,151412,-2.3,147.48,147.34,2022-04-18,IC2205,空头力量偏弱
1704,75528,72158,-3370,147686,-2.28,147.87,146.91,2022-04-19,IC2205,空头力量偏弱
1705,81352,78961,-2391,160313,-1.49,147.78,146.87,2022-04-20,IC2205,空头力量偏弱
1706,84238,82361,-1877,166599,-1.13,148.72,148.06,2022-04-21,IC2205,空头力量偏弱
1707,85180,82216,-2964,167396,-1.77,148.54,145.98,2022-04-22,IC2205,空头力量偏弱
1708,86066,88041,1975,174107,1.13,148.91,144.96,2022-04-25,IC2205,多头占优
1709,85708,88932,3224,174640,1.85,150.53,146.19,2022-04-26,IC2205,多头占优
1710,85733,87497,1764,173230,1.02,150.76,147.91,2022-04-27,IC2205,多头占优
1711,84075,84502,427,168577,0.25,152.22,145.83,2022-04-28,IC2205,多头占优
1712,79163,79927,764,159090,0.48,151.32,143.69,2022-04-29,IC2205,多头占优
1713,72099,72653,554,144752,0.38,150.82,142.0,2022-05-05,IC2205,多头占优
1714,79230,78834,-396,158064,-0.25,150.72,144.32,2022-05-06,IC2205,空头力量偏弱
1715,72384,72437,53,144821,0.04,148.96,141.04,2022-05-09,IC2205,多头占优
1716,77591,76339,-1252,153930,-0.81,148.13,144.27,2022-05-10,IC2205,空头力量偏弱
1717,72081,71229,-852,143310,-0.59,148.73,141.88,2022-05-11,IC2205,空头力量偏弱
1718,68094,67396,-698,135490,-0.52,149.46,142.42,2022-05-12,IC2205,空头力量偏弱
1719,63513,62804,-709,126317,-0.56,146.8,141.39,2022-05-13,IC2205,空头力量偏弱
1720,59268,57160,-2108,116428,-1.81,147.14,140.57,2022-05-16,IC2205,空头力量偏弱
1721,51307,49551,-1756,100858,-1.74,145.49,140.93,2022-05-17,IC2205,空头力量偏弱
1722,39115,37215,-1900,76330,-2.49,146.78,144.17,2022-05-18,IC2205,空头力量偏弱
1723,125784,136719,10935,262503,4.17,147.71,142.51,2022-05-19,IC2206,多头占优
1724,130842,140745,9903,271587,3.65,146.83,140.89,2022-05-20,IC2206,多头占优
1725,129594,138219,8625,267813,3.22,147.27,140.17,2022-05-23,IC2206,多头占优
1726,131559,143495,11936,275054,4.34,148.01,139.46,2022-05-24,IC2206,多头占优
1727,127657,138015,10358,265672,3.9,147.91,139.09,2022-05-25,IC2206,多头占优
1728,132964,142272,9308,275236,3.38,146.99,139.35,2022-05-26,IC2206,多头占优
1729,128135,137845,9710,265980,3.65,146.75,139.06,2022-05-27,IC2206,多头占优
1730,127486,135817,8331,263303,3.16,146.93,138.92,2022-05-30,IC2206,多头占优
1731,129742,136699,6957,266441,2.61,146.51,139.03,2022-05-31,IC2206,多头占优
1732,124673,130554,5881,255227,2.3,145.51,138.42,2022-06-01,IC2206,多头占优
1733,122761,129692,6931,252453,2.75,144.76,138.44,2022-06-02,IC2206,多头占优
1734,116521,122270,5749,238791,2.41,146.89,139.71,2022-06-06,IC2206,多头占优
1735,108404,111641,3237,220045,1.47,144.98,137.9,2022-06-07,IC2206,多头占优
1736,106017,106984,967,213001,0.45,143.9,137.99,2022-06-08,IC2206,多头占优
1737,99614,101658,2044,201272,1.02,143.04,137.63,2022-06-09,IC2206,多头占优
1738,93313,94264,951,187577,0.51,143.42,138.4,2022-06-10,IC2206,多头占优
1739,84001,85804,1803,169805,1.06,143.98,139.0,2022-06-13,IC2206,多头占优
1740,72480,74346,1866,146826,1.27,143.91,140.26,2022-06-14,IC2206,多头占优
1741,53440,52430,-1010,105870,-0.95,145.97,142.08,2022-06-15,IC2206,空头力量偏弱
1742,81982,81026,-956,163008,-0.59,146.96,147.19,2022-06-16,IC2207,空头力量偏弱
1743,96783,95568,-1215,192351,-0.63,145.3,147.03,2022-06-17,IC2207,空头力量偏弱
1744,92767,90783,-1984,183550,-1.08,146.33,146.31,2022-06-20,IC2207,空头力量偏弱
1745,94825,93427,-1398,188252,-0.74,145.48,147.01,2022-06-21,IC2207,空头力量偏弱
1746,96033,94852,-1181,190885,-0.62,145.27,146.2,2022-06-22,IC2207,空头力量偏弱
1747,96056,93970,-2086,190026,-1.1,144.99,146.49,2022-06-23,IC2207,空头力量偏弱
1748,94551,93334,-1217,187885,-0.65,145.61,147.37,2022-06-24,IC2207,空头力量偏弱
1749,92031,91755,-276,183786,-0.15,147.03,146.65,2022-06-27,IC2207,空头力量偏弱
1750,90128,89342,-786,179470,-0.44,145.75,146.66,2022-06-28,IC2207,空头力量偏弱
1751,96472,93561,-2911,190033,-1.53,146.4,146.69,2022-06-29,IC2207,空头力量偏弱
1752,91949,89680,-2269,181629,-1.25,146.97,146.36,2022-06-30,IC2207,空头力量偏弱
1753,88923,85550,-3373,174473,-1.93,146.72,145.87,2022-07-01,IC2207,空头力量偏弱
1754,85887,83265,-2622,169152,-1.55,147.26,145.75,2022-07-04,IC2207,空头力量偏弱
1755,87847,83962,-3885,171809,-2.26,147.38,145.56,2022-07-05,IC2207,空头力量偏弱
1756,83411,80321,-3090,163732,-1.89,145.93,144.54,2022-07-06,IC2207,空头力量偏弱
1757,79731,76405,-3326,156136,-2.13,146.74,144.7,2022-07-07,IC2207,空头力量偏弱
1758,75381,70957,-4424,146338,-3.02,147.22,143.88,2022-07-08,IC2207,空头力量偏弱
1759,70161,68170,-1991,138331,-1.44,147.25,145.4,2022-07-11,IC2207,空头力量偏弱
1760,60738,59764,-974,120502,-0.81,146.29,144.9,2022-07-12,IC2207,空头力量偏弱
1761,45323,45615,292,90938,0.32,148.7,147.32,2022-07-13,IC2207,多头占优
1762,60805,62374,1569,123179,1.27,149.86,150.25,2022-07-14,IC2208,多头占优
1763,75650,77627,1977,153277,1.29,148.81,147.54,2022-07-15,IC2208,多头占优
1764,74213,75889,1676,150102,1.12,149.9,146.56,2022-07-18,IC2208,多头占优
1765,71379,74136,2757,145515,1.89,149.58,147.35,2022-07-19,IC2208,多头占优
1766,70686,72274,1588,142960,1.11,148.45,146.33,2022-07-20,IC2208,多头占优
1767,68861,71950,3089,140811,2.19,149.33,146.93,2022-07-21,IC2208,多头占优
1768,71426,74415,2989,145841,2.05,149.42,144.9,2022-07-22,IC2208,多头占优
1769,69449,71848,2399,141297,1.7,148.96,142.29,2022-07-25,IC2208,多头占优
1770,66650,68484,1834,135134,1.36,148.91,143.47,2022-07-26,IC2208,多头占优
1771,65407,67396,1989,132803,1.5,148.63,143.35,2022-07-27,IC2208,多头占优
1772,66610,67710,1100,134320,0.82,148.93,144.29,2022-07-28,IC2208,多头占优
1773,65471,65924,453,131395,0.34,148.28,144.77,2022-07-29,IC2208,多头占优
1774,65090,65943,853,131033,0.65,149.8,145.26,2022-08-01,IC2208,多头占优
1775,74256,74491,235,148747,0.16,149.97,144.53,2022-08-02,IC2208,多头占优
1776,66192,66326,134,132518,0.1,150.51,145.87,2022-08-03,IC2208,多头占优
1777,64988,65232,244,130220,0.19,150.11,145.96,2022-08-04,IC2208,多头占优
1778,62045,61547,-498,123592,-0.4,150.57,145.38,2022-08-05,IC2208,空头力量偏弱
1779,57561,57346,-215,114907,-0.19,149.55,142.57,2022-08-08,IC2208,空头力量偏弱
1780,56995,56164,-831,113159,-0.73,151.25,144.05,2022-08-09,IC2208,空头力量偏弱
1781,56088,56313,225,112401,0.2,151.44,143.92,2022-08-10,IC2208,多头占优
1782,54361,54528,167,108889,0.15,149.52,145.59,2022-08-11,IC2208,多头占优
1783,48945,48271,-674,97216,-0.69,149.71,144.48,2022-08-12,IC2208,空头力量偏弱
1784,46702,46544,-158,93246,-0.17,152.02,147.8,2022-08-15,IC2208,空头力量偏弱
1785,39605,39674,69,79279,0.09,151.04,146.3,2022-08-16,IC2208,多头占优
1786,32034,30827,-1207,62861,-1.92,151.15,148.31,2022-08-17,IC2208,空头力量偏弱
1787,119185,122082,2897,241267,1.2,148.3,142.5,2022-08-18,IC2209,多头占优
1788,129776,133706,3930,263482,1.49,148.82,143.54,2022-08-19,IC2209,多头占优
1789,126279,129715,3436,255994,1.34,148.64,142.64,2022-08-22,IC2209,多头占优
1790,123996,127693,3697,251689,1.47,149.09,142.07,2022-08-23,IC2209,多头占优
1791,131006,135415,4409,266421,1.65,148.46,143.6,2022-08-24,IC2209,多头占优
1792,126190,130807,4617,256997,1.8,148.82,143.61,2022-08-25,IC2209,多头占优
1793,123447,126253,2806,249700,1.12,148.94,142.69,2022-08-26,IC2209,多头占优
1794,120986,124304,3318,245290,1.35,148.21,142.3,2022-08-29,IC2209,多头占优
1795,120179,123138,2959,243317,1.22,148.76,141.8,2022-08-30,IC2209,多头占优
1796,123483,128345,4862,251828,1.93,149.05,143.23,2022-08-31,IC2209,多头占优
1797,116045,120468,4423,236513,1.87,148.73,142.23,2022-09-01,IC2209,多头占优
1798,113442,116459,3017,229901,1.31,149.0,143.69,2022-09-02,IC2209,多头占优
1799,106808,109899,3091,216707,1.43,148.73,144.56,2022-09-05,IC2209,多头占优
1800,100058,103015,2957,203073,1.46,147.95,145.07,2022-09-06,IC2209,多头占优
1801,92483,94689,2206,187172,1.18,148.81,144.64,2022-09-07,IC2209,多头占优
1802,89977,92691,2714,182668,1.49,148.39,143.84,2022-09-08,IC2209,多头占优
1803,83754,86533,2779,170287,1.63,148.77,142.9,2022-09-09,IC2209,多头占优
1804,72801,75348,2547,148149,1.72,148.82,141.65,2022-09-13,IC2209,多头占优
1805,56176,56919,743,113095,0.66,151.66,146.59,2022-09-14,IC2209,多头占优
1806,71403,70285,-1118,141688,-0.79,148.55,145.94,2022-09-15,IC2210,空头力量偏弱
1807,84089,80698,-3391,164787,-2.06,147.15,145.34,2022-09-16,IC2210,空头力量偏弱
1808,83328,81677,-1651,165005,-1.0,147.84,146.44,2022-09-19,IC2210,空头力量偏弱
1809,79239,76822,-2417,156061,-1.55,147.59,143.62,2022-09-20,IC2210,空头力量偏弱
1810,82498,79921,-2577,162419,-1.59,148.71,144.39,2022-09-21,IC2210,空头力量偏弱
1811,78334,75553,-2781,153887,-1.81,146.98,143.59,2022-09-22,IC2210,空头力量偏弱
1812,87399,84786,-2613,172185,-1.52,146.74,146.63,2022-09-23,IC2210,空头力量偏弱
1813,81619,78670,-2949,160289,-1.84,145.81,146.18,2022-09-26,IC2210,空头力量偏弱
1814,78163,74646,-3517,152809,-2.3,146.46,146.34,2022-09-27,IC2210,空头力量偏弱
1815,80157,76324,-3833,156481,-2.45,147.12,146.21,2022-09-28,IC2210,空头力量偏弱
1816,78484,74809,-3675,153293,-2.4,147.71,146.54,2022-09-29,IC2210,空头力量偏弱
1817,80221,76345,-3876,156566,-2.48,146.09,146.4,2022-09-30,IC2210,空头力量偏弱
1818,78187,73985,-4202,152172,-2.76,146.74,147.42,2022-10-10,IC2210,空头力量偏弱
1819,77456,72815,-4641,150271,-3.09,146.09,145.98,2022-10-11,IC2210,空头力量偏弱
1820,79657,76061,-3596,155718,-2.31,147.78,146.98,2022-10-12,IC2210,空头力量偏弱
1821,70715,67013,-3702,137728,-2.69,146.71,146.75,2022-10-13,IC2210,空头力量偏弱
1822,68889,64454,-4435,133343,-3.33,147.25,148.39,2022-10-14,IC2210,空头力量偏弱
1823,58908,54295,-4613,113203,-4.07,145.26,147.44,2022-10-17,IC2210,空头力量偏弱
1824,52060,47615,-4445,99675,-4.46,147.15,146.79,2022-10-18,IC2210,空头力量偏弱
1825,39745,36054,-3691,75799,-4.87,145.45,145.03,2022-10-19,IC2210,空头力量偏弱
1826,60697,58377,-2320,119074,-1.95,150.48,148.84,2022-10-20,IC2211,空头力量偏弱
1827,69353,66387,-2966,135740,-2.19,147.56,147.62,2022-10-21,IC2211,空头力量偏弱
1828,75523,70653,-4870,146176,-3.33,146.72,147.7,2022-10-24,IC2211,空头力量偏弱
1829,77995,74777,-3218,152772,-2.11,146.73,148.52,2022-10-25,IC2211,空头力量偏弱
1830,72867,69766,-3101,142633,-2.17,144.58,147.82,2022-10-26,IC2211,空头力量偏弱
1831,71701,69561,-2140,141262,-1.51,145.03,147.42,2022-10-27,IC2211,空头力量偏弱
1832,76479,74747,-1732,151226,-1.15,147.02,148.03,2022-10-28,IC2211,空头力量偏弱
1833,74333,72529,-1804,146862,-1.23,146.44,149.81,2022-10-31,IC2211,空头力量偏弱
1834,73552,72721,-831,146273,-0.57,148.93,150.58,2022-11-01,IC2211,空头力量偏弱
1835,65155,64428,-727,129583,-0.56,148.57,150.52,2022-11-02,IC2211,空头力量偏弱
1836,62863,62548,-315,125411,-0.25,147.46,151.27,2022-11-03,IC2211,空头力量偏弱
1837,63254,64769,1515,128023,1.18,149.82,152.44,2022-11-04,IC2211,多头占优
1838,57451,57231,-220,114682,-0.19,147.81,151.6,2022-11-07,IC2211,空头力量偏弱
1839,53684,54523,839,108207,0.78,147.46,152.03,2022-11-08,IC2211,多头占优
1840,53247,52409,-838,105656,-0.79,147.22,152.29,2022-11-09,IC2211,空头力量偏弱
1841,51669,51350,-319,103019,-0.31,144.47,152.39,2022-11-10,IC2211,空头力量偏弱
1842,53438,54089,651,107527,0.61,148.7,153.95,2022-11-11,IC2211,多头占优
1843,46759,47579,820,94338,0.87,149.32,154.01,2022-11-14,IC2211,多头占优
1844,38845,40037,1192,78882,1.51,149.69,150.79,2022-11-15,IC2211,多头占优
1845,29014,29898,884,58912,1.5,151.71,150.14,2022-11-16,IC2211,多头占优
1846,136296,135790,-506,272086,-0.19,148.64,150.97,2022-11-17,IC2212,空头力量偏弱
1847,142083,140452,-1631,282535,-0.58,148.34,150.6,2022-11-18,IC2212,空头力量偏弱
1848,143079,140715,-2364,283794,-0.83,148.94,150.59,2022-11-21,IC2212,空头力量偏弱
1849,141608,137258,-4350,278866,-1.56,149.52,150.43,2022-11-22,IC2212,空头力量偏弱
1850,139908,136829,-3079,276737,-1.11,150.21,150.65,2022-11-23,IC2212,空头力量偏弱
1851,134254,131174,-3080,265428,-1.16,149.91,149.96,2022-11-24,IC2212,空头力量偏弱
1852,132978,130137,-2841,263115,-1.08,150.26,150.62,2022-11-25,IC2212,空头力量偏弱
1853,133311,130869,-2442,264180,-0.92,150.46,150.14,2022-11-28,IC2212,空头力量偏弱
1854,128005,127067,-938,255072,-0.37,151.69,149.91,2022-11-29,IC2212,空头力量偏弱
1855,120078,119741,-337,239819,-0.14,150.58,148.31,2022-11-30,IC2212,空头力量偏弱
1856,116800,116572,-228,233372,-0.1,151.64,148.24,2022-12-01,IC2212,空头力量偏弱
1857,111952,113321,1369,225273,0.61,151.07,147.4,2022-12-02,IC2212,多头占优
1858,105392,106312,920,211704,0.43,152.08,148.7,2022-12-05,IC2212,多头占优
1859,100974,102300,1326,203274,0.65,150.81,148.64,2022-12-06,IC2212,多头占优
1860,94402,96756,2354,191158,1.23,150.39,147.93,2022-12-07,IC2212,多头占优
1861,86782,89342,2560,176124,1.45,150.01,148.09,2022-12-08,IC2212,多头占优
1862,83573,86091,2518,169664,1.48,151.46,148.7,2022-12-09,IC2212,多头占优
1863,72442,75028,2586,147470,1.75,152.22,147.47,2022-12-12,IC2212,多头占优
1864,62276,64157,1881,126433,1.49,151.96,147.67,2022-12-13,IC2212,多头占优
1865,46937,47653,716,94590,0.76,153.82,149.69,2022-12-14,IC2212,多头占优
1866,67087,64576,-2511,131663,-1.91,154.95,152.45,2022-12-15,IC2301,空头力量偏弱
1867,81381,77439,-3942,158820,-2.48,154.02,150.64,2022-12-16,IC2301,空头力量偏弱
1868,84959,80402,-4557,165361,-2.76,152.67,148.75,2022-12-19,IC2301,空头力量偏弱
1869,85647,81459,-4188,167106,-2.51,153.58,149.43,2022-12-20,IC2301,空头力量偏弱
1870,81667,78170,-3497,159837,-2.19,153.1,149.55,2022-12-21,IC2301,空头力量偏弱
1871,86687,83915,-2772,170602,-1.62,153.94,149.94,2022-12-22,IC2301,空头力量偏弱
1872,83820,81475,-2345,165295,-1.42,153.65,149.91,2022-12-23,IC2301,空头力量偏弱
1873,81479,79676,-1803,161155,-1.12,154.44,150.81,2022-12-26,IC2301,空头力量偏弱
1874,79277,77359,-1918,156636,-1.22,155.56,149.99,2022-12-27,IC2301,空头力量偏弱
1875,80684,78408,-2276,159092,-1.43,155.41,149.95,2022-12-28,IC2301,空头力量偏弱
1876,78076,77352,-724,155428,-0.47,156.25,149.68,2022-12-29,IC2301,空头力量偏弱
1877,76890,75236,-1654,152126,-1.09,156.06,148.64,2022-12-30,IC2301,空头力量偏弱
1878,77697,77354,-343,155051,-0.22,156.18,149.62,2023-01-03,IC2301,空头力量偏弱
